cancer_group,year,sex,count,icd_codes,lower_age,upper_age,datatype
Melanoma of the skin,1986.0,Females,1.0,C43,20,24,Mortality
Melanoma of the skin,1986.0,Females,5.0,C43,25,29,Mortality
Melanoma of the skin,1986.0,Females,11.0,C43,30,34,Mortality
Melanoma of the skin,1986.0,Females,16.0,C43,35,39,Mortality
Melanoma of the skin,1986.0,Females,18.0,C43,40,44,Mortality
Melanoma of the skin,1986.0,Females,15.0,C43,45,49,Mortality
Melanoma of the skin,1986.0,Females,19.0,C43,50,54,Mortality
Melanoma of the skin,1986.0,Females,21.0,C43,55,59,Mortality
Melanoma of the skin,1986.0,Females,30.0,C43,60,64,Mortality
Melanoma of the skin,1986.0,Females,30.0,C43,65,69,Mortality
Melanoma of the skin,1986.0,Females,36.0,C43,70,74,Mortality
Melanoma of the skin,1986.0,Females,29.0,C43,75,79,Mortality
Melanoma of the skin,1986.0,Females,19.0,C43,80,84,Mortality
Melanoma of the skin,1986.0,Females,14.0,C43,85,89,Mortality
Melanoma of the skin,1986.0,Females,4.0,C43,90,100,Mortality
Melanoma of the skin,1987.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1987.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1987.0,Females,1.0,C43,10,14,Mortality
Melanoma of the skin,1987.0,Females,1.0,C43,15,19,Mortality
Melanoma of the skin,1987.0,Females,3.0,C43,20,24,Mortality
Melanoma of the skin,1987.0,Females,8.0,C43,25,29,Mortality
Melanoma of the skin,1987.0,Females,9.0,C43,30,34,Mortality
Melanoma of the skin,1987.0,Females,19.0,C43,35,39,Mortality
Melanoma of the skin,1987.0,Females,19.0,C43,40,44,Mortality
Melanoma of the skin,1987.0,Females,19.0,C43,45,49,Mortality
Melanoma of the skin,1987.0,Females,25.0,C43,50,54,Mortality
Melanoma of the skin,1987.0,Females,14.0,C43,55,59,Mortality
Melanoma of the skin,1987.0,Females,27.0,C43,60,64,Mortality
Melanoma of the skin,1987.0,Females,23.0,C43,65,69,Mortality
Melanoma of the skin,1987.0,Females,33.0,C43,70,74,Mortality
Melanoma of the skin,1987.0,Females,30.0,C43,75,79,Mortality
Melanoma of the skin,1987.0,Females,24.0,C43,80,84,Mortality
Melanoma of the skin,1987.0,Females,14.0,C43,85,89,Mortality
Melanoma of the skin,1987.0,Females,12.0,C43,90,100,Mortality
Melanoma of the skin,1988.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1988.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1988.0,Females,1.0,C43,10,14,Mortality
Melanoma of the skin,1988.0,Females,0.0,C43,15,19,Mortality
Melanoma of the skin,1988.0,Females,4.0,C43,20,24,Mortality
Melanoma of the skin,1988.0,Females,7.0,C43,25,29,Mortality
Melanoma of the skin,1988.0,Females,11.0,C43,30,34,Mortality
Melanoma of the skin,1988.0,Females,22.0,C43,35,39,Mortality
Melanoma of the skin,1988.0,Females,15.0,C43,40,44,Mortality
Melanoma of the skin,1988.0,Females,14.0,C43,45,49,Mortality
Melanoma of the skin,1988.0,Females,15.0,C43,50,54,Mortality
Melanoma of the skin,1988.0,Females,21.0,C43,55,59,Mortality
Melanoma of the skin,1988.0,Females,26.0,C43,60,64,Mortality
Melanoma of the skin,1988.0,Females,34.0,C43,65,69,Mortality
Melanoma of the skin,1988.0,Females,36.0,C43,70,74,Mortality
Melanoma of the skin,1988.0,Females,36.0,C43,75,79,Mortality
Melanoma of the skin,1988.0,Females,28.0,C43,80,84,Mortality
Melanoma of the skin,1988.0,Females,17.0,C43,85,89,Mortality
Melanoma of the skin,1988.0,Females,6.0,C43,90,100,Mortality
Melanoma of the skin,1989.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1989.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1989.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,1989.0,Females,2.0,C43,15,19,Mortality
Melanoma of the skin,1989.0,Females,2.0,C43,20,24,Mortality
Melanoma of the skin,1989.0,Females,3.0,C43,25,29,Mortality
Melanoma of the skin,1989.0,Females,8.0,C43,30,34,Mortality
Melanoma of the skin,1989.0,Females,12.0,C43,35,39,Mortality
Melanoma of the skin,1989.0,Females,22.0,C43,40,44,Mortality
Melanoma of the skin,1989.0,Females,24.0,C43,45,49,Mortality
Melanoma of the skin,1989.0,Females,18.0,C43,50,54,Mortality
Melanoma of the skin,1989.0,Females,22.0,C43,55,59,Mortality
Melanoma of the skin,1989.0,Females,27.0,C43,60,64,Mortality
Melanoma of the skin,1989.0,Females,25.0,C43,65,69,Mortality
Melanoma of the skin,1989.0,Females,26.0,C43,70,74,Mortality
Melanoma of the skin,1989.0,Females,42.0,C43,75,79,Mortality
Melanoma of the skin,1989.0,Females,26.0,C43,80,84,Mortality
Melanoma of the skin,1989.0,Females,15.0,C43,85,89,Mortality
Melanoma of the skin,1989.0,Females,7.0,C43,90,100,Mortality
Melanoma of the skin,1990.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1990.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1990.0,Females,1.0,C43,10,14,Mortality
Melanoma of the skin,1990.0,Females,0.0,C43,15,19,Mortality
Melanoma of the skin,1990.0,Females,3.0,C43,20,24,Mortality
Melanoma of the skin,1990.0,Females,9.0,C43,25,29,Mortality
Melanoma of the skin,1990.0,Females,10.0,C43,30,34,Mortality
Melanoma of the skin,1990.0,Females,20.0,C43,35,39,Mortality
Melanoma of the skin,1990.0,Females,25.0,C43,40,44,Mortality
Melanoma of the skin,1990.0,Females,16.0,C43,45,49,Mortality
Melanoma of the skin,1990.0,Females,17.0,C43,50,54,Mortality
Melanoma of the skin,1990.0,Females,18.0,C43,55,59,Mortality
Melanoma of the skin,1990.0,Females,33.0,C43,60,64,Mortality
Melanoma of the skin,1990.0,Females,27.0,C43,65,69,Mortality
Melanoma of the skin,1990.0,Females,43.0,C43,70,74,Mortality
Melanoma of the skin,1990.0,Females,40.0,C43,75,79,Mortality
Melanoma of the skin,1990.0,Females,24.0,C43,80,84,Mortality
Melanoma of the skin,1990.0,Females,21.0,C43,85,89,Mortality
Melanoma of the skin,1990.0,Females,10.0,C43,90,100,Mortality
Melanoma of the skin,1991.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1991.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1991.0,Females,1.0,C43,10,14,Mortality
Melanoma of the skin,1991.0,Females,1.0,C43,15,19,Mortality
Melanoma of the skin,1991.0,Females,1.0,C43,20,24,Mortality
Melanoma of the skin,1991.0,Females,4.0,C43,25,29,Mortality
Melanoma of the skin,1991.0,Females,11.0,C43,30,34,Mortality
Melanoma of the skin,1991.0,Females,13.0,C43,35,39,Mortality
Melanoma of the skin,1991.0,Females,13.0,C43,40,44,Mortality
Melanoma of the skin,1991.0,Females,22.0,C43,45,49,Mortality
Melanoma of the skin,1991.0,Females,18.0,C43,50,54,Mortality
Melanoma of the skin,1991.0,Females,29.0,C43,55,59,Mortality
Melanoma of the skin,1991.0,Females,40.0,C43,60,64,Mortality
Melanoma of the skin,1991.0,Females,21.0,C43,65,69,Mortality
Melanoma of the skin,1991.0,Females,37.0,C43,70,74,Mortality
Melanoma of the skin,1991.0,Females,24.0,C43,75,79,Mortality
Melanoma of the skin,1991.0,Females,28.0,C43,80,84,Mortality
Melanoma of the skin,1991.0,Females,17.0,C43,85,89,Mortality
Melanoma of the skin,1991.0,Females,12.0,C43,90,100,Mortality
Melanoma of the skin,1992.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1992.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1992.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,1992.0,Females,2.0,C43,15,19,Mortality
Melanoma of the skin,1992.0,Females,3.0,C43,20,24,Mortality
Melanoma of the skin,1992.0,Females,5.0,C43,25,29,Mortality
Melanoma of the skin,1992.0,Females,14.0,C43,30,34,Mortality
Melanoma of the skin,1992.0,Females,11.0,C43,35,39,Mortality
Melanoma of the skin,1992.0,Females,31.0,C43,40,44,Mortality
Melanoma of the skin,1992.0,Females,24.0,C43,45,49,Mortality
Melanoma of the skin,1992.0,Females,24.0,C43,50,54,Mortality
Melanoma of the skin,1992.0,Females,17.0,C43,55,59,Mortality
Melanoma of the skin,1992.0,Females,26.0,C43,60,64,Mortality
Melanoma of the skin,1992.0,Females,43.0,C43,65,69,Mortality
Melanoma of the skin,1992.0,Females,39.0,C43,70,74,Mortality
Melanoma of the skin,1992.0,Females,40.0,C43,75,79,Mortality
Melanoma of the skin,1992.0,Females,32.0,C43,80,84,Mortality
Melanoma of the skin,1992.0,Females,20.0,C43,85,89,Mortality
Melanoma of the skin,1992.0,Females,13.0,C43,90,100,Mortality
Melanoma of the skin,1993.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1993.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1993.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,1993.0,Females,1.0,C43,15,19,Mortality
Melanoma of the skin,1993.0,Females,0.0,C43,20,24,Mortality
Melanoma of the skin,1993.0,Females,4.0,C43,25,29,Mortality
Melanoma of the skin,1993.0,Females,4.0,C43,30,34,Mortality
Melanoma of the skin,1993.0,Females,8.0,C43,35,39,Mortality
Melanoma of the skin,1993.0,Females,15.0,C43,40,44,Mortality
Melanoma of the skin,1993.0,Females,21.0,C43,45,49,Mortality
Melanoma of the skin,1993.0,Females,13.0,C43,50,54,Mortality
Melanoma of the skin,1993.0,Females,25.0,C43,55,59,Mortality
Melanoma of the skin,1993.0,Females,14.0,C43,60,64,Mortality
Melanoma of the skin,1993.0,Females,29.0,C43,65,69,Mortality
Melanoma of the skin,1993.0,Females,32.0,C43,70,74,Mortality
Melanoma of the skin,1993.0,Females,48.0,C43,75,79,Mortality
Melanoma of the skin,1993.0,Females,27.0,C43,80,84,Mortality
Melanoma of the skin,1993.0,Females,21.0,C43,85,89,Mortality
Melanoma of the skin,1993.0,Females,10.0,C43,90,100,Mortality
Melanoma of the skin,1994.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1994.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1994.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,1994.0,Females,0.0,C43,15,19,Mortality
Melanoma of the skin,1994.0,Females,0.0,C43,20,24,Mortality
Melanoma of the skin,1994.0,Females,8.0,C43,25,29,Mortality
Melanoma of the skin,1994.0,Females,7.0,C43,30,34,Mortality
Melanoma of the skin,1994.0,Females,15.0,C43,35,39,Mortality
Melanoma of the skin,1994.0,Females,13.0,C43,40,44,Mortality
Melanoma of the skin,1994.0,Females,19.0,C43,45,49,Mortality
Melanoma of the skin,1994.0,Females,22.0,C43,50,54,Mortality
Melanoma of the skin,1994.0,Females,16.0,C43,55,59,Mortality
Melanoma of the skin,1994.0,Females,24.0,C43,60,64,Mortality
Melanoma of the skin,1994.0,Females,26.0,C43,65,69,Mortality
Melanoma of the skin,1994.0,Females,44.0,C43,70,74,Mortality
Melanoma of the skin,1994.0,Females,35.0,C43,75,79,Mortality
Melanoma of the skin,1994.0,Females,30.0,C43,80,84,Mortality
Melanoma of the skin,1994.0,Females,20.0,C43,85,89,Mortality
Melanoma of the skin,1994.0,Females,9.0,C43,90,100,Mortality
Melanoma of the skin,1995.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1995.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1995.0,Females,1.0,C43,10,14,Mortality
Melanoma of the skin,1995.0,Females,1.0,C43,15,19,Mortality
Melanoma of the skin,1995.0,Females,4.0,C43,20,24,Mortality
Melanoma of the skin,1995.0,Females,8.0,C43,25,29,Mortality
Melanoma of the skin,1995.0,Females,13.0,C43,30,34,Mortality
Melanoma of the skin,1995.0,Females,12.0,C43,35,39,Mortality
Melanoma of the skin,1995.0,Females,19.0,C43,40,44,Mortality
Melanoma of the skin,1995.0,Females,26.0,C43,45,49,Mortality
Melanoma of the skin,1995.0,Females,31.0,C43,50,54,Mortality
Melanoma of the skin,1995.0,Females,21.0,C43,55,59,Mortality
Melanoma of the skin,1995.0,Females,23.0,C43,60,64,Mortality
Melanoma of the skin,1995.0,Females,34.0,C43,65,69,Mortality
Melanoma of the skin,1995.0,Females,39.0,C43,70,74,Mortality
Melanoma of the skin,1995.0,Females,34.0,C43,75,79,Mortality
Melanoma of the skin,1995.0,Females,35.0,C43,80,84,Mortality
Melanoma of the skin,1995.0,Females,20.0,C43,85,89,Mortality
Melanoma of the skin,1995.0,Females,13.0,C43,90,100,Mortality
Melanoma of the skin,1996.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1996.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1996.0,Females,1.0,C43,10,14,Mortality
Melanoma of the skin,1996.0,Females,0.0,C43,15,19,Mortality
Melanoma of the skin,1996.0,Females,3.0,C43,20,24,Mortality
Melanoma of the skin,1996.0,Females,3.0,C43,25,29,Mortality
Melanoma of the skin,1996.0,Females,4.0,C43,30,34,Mortality
Melanoma of the skin,1996.0,Females,11.0,C43,35,39,Mortality
Melanoma of the skin,1996.0,Females,24.0,C43,40,44,Mortality
Melanoma of the skin,1996.0,Females,20.0,C43,45,49,Mortality
Melanoma of the skin,1996.0,Females,28.0,C43,50,54,Mortality
Melanoma of the skin,1996.0,Females,14.0,C43,55,59,Mortality
Melanoma of the skin,1996.0,Females,28.0,C43,60,64,Mortality
Melanoma of the skin,1996.0,Females,31.0,C43,65,69,Mortality
Melanoma of the skin,1996.0,Females,35.0,C43,70,74,Mortality
Melanoma of the skin,1996.0,Females,35.0,C43,75,79,Mortality
Melanoma of the skin,1996.0,Females,38.0,C43,80,84,Mortality
Melanoma of the skin,1996.0,Females,31.0,C43,85,89,Mortality
Melanoma of the skin,1996.0,Females,17.0,C43,90,100,Mortality
Melanoma of the skin,1997.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1997.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1997.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,1997.0,Females,3.0,C43,15,19,Mortality
Melanoma of the skin,1997.0,Females,3.0,C43,20,24,Mortality
Melanoma of the skin,1997.0,Females,8.0,C43,25,29,Mortality
Melanoma of the skin,1997.0,Females,14.0,C43,30,34,Mortality
Melanoma of the skin,1997.0,Females,12.0,C43,35,39,Mortality
Melanoma of the skin,1997.0,Females,19.0,C43,40,44,Mortality
Melanoma of the skin,1997.0,Females,21.0,C43,45,49,Mortality
Melanoma of the skin,1997.0,Females,19.0,C43,50,54,Mortality
Melanoma of the skin,1997.0,Females,22.0,C43,55,59,Mortality
Melanoma of the skin,1997.0,Females,26.0,C43,60,64,Mortality
Melanoma of the skin,1997.0,Females,39.0,C43,65,69,Mortality
Melanoma of the skin,1997.0,Females,39.0,C43,70,74,Mortality
Melanoma of the skin,1997.0,Females,33.0,C43,75,79,Mortality
Melanoma of the skin,1997.0,Females,37.0,C43,80,84,Mortality
Melanoma of the skin,1997.0,Females,22.0,C43,85,89,Mortality
Melanoma of the skin,1997.0,Females,8.0,C43,90,100,Mortality
Melanoma of the skin,1998.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1998.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1998.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,1998.0,Females,1.0,C43,15,19,Mortality
Melanoma of the skin,1998.0,Females,0.0,C43,20,24,Mortality
Melanoma of the skin,1998.0,Females,5.0,C43,25,29,Mortality
Melanoma of the skin,1998.0,Females,11.0,C43,30,34,Mortality
Melanoma of the skin,1998.0,Females,13.0,C43,35,39,Mortality
Melanoma of the skin,1998.0,Females,16.0,C43,40,44,Mortality
Melanoma of the skin,1998.0,Females,19.0,C43,45,49,Mortality
Melanoma of the skin,1998.0,Females,20.0,C43,50,54,Mortality
Melanoma of the skin,1998.0,Females,21.0,C43,55,59,Mortality
Melanoma of the skin,1998.0,Females,28.0,C43,60,64,Mortality
Melanoma of the skin,1998.0,Females,30.0,C43,65,69,Mortality
Melanoma of the skin,1998.0,Females,40.0,C43,70,74,Mortality
Melanoma of the skin,1998.0,Females,35.0,C43,75,79,Mortality
Melanoma of the skin,1998.0,Females,47.0,C43,80,84,Mortality
Melanoma of the skin,1998.0,Females,36.0,C43,85,89,Mortality
Melanoma of the skin,1998.0,Females,21.0,C43,90,100,Mortality
Melanoma of the skin,1999.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,1999.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,1999.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,1999.0,Females,1.0,C43,15,19,Mortality
Melanoma of the skin,1999.0,Females,3.0,C43,20,24,Mortality
Melanoma of the skin,1999.0,Females,5.0,C43,25,29,Mortality
Melanoma of the skin,1999.0,Females,10.0,C43,30,34,Mortality
Melanoma of the skin,1999.0,Females,15.0,C43,35,39,Mortality
Melanoma of the skin,1999.0,Females,16.0,C43,40,44,Mortality
Melanoma of the skin,1999.0,Females,23.0,C43,45,49,Mortality
Melanoma of the skin,1999.0,Females,26.0,C43,50,54,Mortality
Melanoma of the skin,1999.0,Females,22.0,C43,55,59,Mortality
Melanoma of the skin,1999.0,Females,32.0,C43,60,64,Mortality
Melanoma of the skin,1999.0,Females,38.0,C43,65,69,Mortality
Melanoma of the skin,1999.0,Females,49.0,C43,70,74,Mortality
Melanoma of the skin,1999.0,Females,39.0,C43,75,79,Mortality
Melanoma of the skin,1999.0,Females,29.0,C43,80,84,Mortality
Melanoma of the skin,1999.0,Females,35.0,C43,85,89,Mortality
Melanoma of the skin,1999.0,Females,21.0,C43,90,100,Mortality
Melanoma of the skin,2000.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,2000.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,2000.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,2000.0,Females,0.0,C43,15,19,Mortality
Melanoma of the skin,2000.0,Females,4.0,C43,20,24,Mortality
Melanoma of the skin,2000.0,Females,4.0,C43,25,29,Mortality
Melanoma of the skin,2000.0,Females,9.0,C43,30,34,Mortality
Melanoma of the skin,2000.0,Females,21.0,C43,35,39,Mortality
Melanoma of the skin,2000.0,Females,18.0,C43,40,44,Mortality
Melanoma of the skin,2000.0,Females,24.0,C43,45,49,Mortality
Melanoma of the skin,2000.0,Females,21.0,C43,50,54,Mortality
Melanoma of the skin,2000.0,Females,26.0,C43,55,59,Mortality
Melanoma of the skin,2000.0,Females,29.0,C43,60,64,Mortality
Melanoma of the skin,2000.0,Females,25.0,C43,65,69,Mortality
Melanoma of the skin,2000.0,Females,44.0,C43,70,74,Mortality
Melanoma of the skin,2000.0,Females,43.0,C43,75,79,Mortality
Melanoma of the skin,2000.0,Females,43.0,C43,80,84,Mortality
Melanoma of the skin,2000.0,Females,25.0,C43,85,89,Mortality
Melanoma of the skin,2000.0,Females,18.0,C43,90,100,Mortality
Melanoma of the skin,2001.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,2001.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,2001.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,2001.0,Females,1.0,C43,15,19,Mortality
Melanoma of the skin,2001.0,Females,3.0,C43,20,24,Mortality
Melanoma of the skin,2001.0,Females,8.0,C43,25,29,Mortality
Melanoma of the skin,2001.0,Females,10.0,C43,30,34,Mortality
Melanoma of the skin,2001.0,Females,6.0,C43,35,39,Mortality
Melanoma of the skin,2001.0,Females,18.0,C43,40,44,Mortality
Melanoma of the skin,2001.0,Females,20.0,C43,45,49,Mortality
Melanoma of the skin,2001.0,Females,27.0,C43,50,54,Mortality
Melanoma of the skin,2001.0,Females,35.0,C43,55,59,Mortality
Melanoma of the skin,2001.0,Females,29.0,C43,60,64,Mortality
Melanoma of the skin,2001.0,Females,31.0,C43,65,69,Mortality
Melanoma of the skin,2001.0,Females,42.0,C43,70,74,Mortality
Melanoma of the skin,2001.0,Females,50.0,C43,75,79,Mortality
Melanoma of the skin,2001.0,Females,54.0,C43,80,84,Mortality
Melanoma of the skin,2001.0,Females,34.0,C43,85,89,Mortality
Melanoma of the skin,2001.0,Females,22.0,C43,90,100,Mortality
Melanoma of the skin,2002.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,2002.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,2002.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,2002.0,Females,0.0,C43,15,19,Mortality
Melanoma of the skin,2002.0,Females,2.0,C43,20,24,Mortality
Melanoma of the skin,2002.0,Females,2.0,C43,25,29,Mortality
Melanoma of the skin,2002.0,Females,8.0,C43,30,34,Mortality
Melanoma of the skin,2002.0,Females,9.0,C43,35,39,Mortality
Melanoma of the skin,2002.0,Females,19.0,C43,40,44,Mortality
Melanoma of the skin,2002.0,Females,16.0,C43,45,49,Mortality
Melanoma of the skin,2002.0,Females,23.0,C43,50,54,Mortality
Melanoma of the skin,2002.0,Females,19.0,C43,55,59,Mortality
Melanoma of the skin,2002.0,Females,20.0,C43,60,64,Mortality
Melanoma of the skin,2002.0,Females,21.0,C43,65,69,Mortality
Melanoma of the skin,2002.0,Females,42.0,C43,70,74,Mortality
Melanoma of the skin,2002.0,Females,44.0,C43,75,79,Mortality
Melanoma of the skin,2002.0,Females,51.0,C43,80,84,Mortality
Melanoma of the skin,2002.0,Females,25.0,C43,85,89,Mortality
Melanoma of the skin,2002.0,Females,28.0,C43,90,100,Mortality
Melanoma of the skin,2003.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,2003.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,2003.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,2003.0,Females,0.0,C43,15,19,Mortality
Melanoma of the skin,2003.0,Females,1.0,C43,20,24,Mortality
Melanoma of the skin,2003.0,Females,4.0,C43,25,29,Mortality
Melanoma of the skin,2003.0,Females,5.0,C43,30,34,Mortality
Melanoma of the skin,2003.0,Females,9.0,C43,35,39,Mortality
Melanoma of the skin,2003.0,Females,16.0,C43,40,44,Mortality
Melanoma of the skin,2003.0,Females,29.0,C43,45,49,Mortality
Melanoma of the skin,2003.0,Females,24.0,C43,50,54,Mortality
Melanoma of the skin,2003.0,Females,21.0,C43,55,59,Mortality
Melanoma of the skin,2003.0,Females,38.0,C43,60,64,Mortality
Melanoma of the skin,2003.0,Females,46.0,C43,65,69,Mortality
Melanoma of the skin,2003.0,Females,34.0,C43,70,74,Mortality
Melanoma of the skin,2003.0,Females,47.0,C43,75,79,Mortality
Melanoma of the skin,2003.0,Females,57.0,C43,80,84,Mortality
Melanoma of the skin,2003.0,Females,29.0,C43,85,89,Mortality
Melanoma of the skin,2003.0,Females,22.0,C43,90,100,Mortality
Melanoma of the skin,2004.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,2004.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,2004.0,Females,1.0,C43,10,14,Mortality
Melanoma of the skin,2004.0,Females,0.0,C43,15,19,Mortality
Melanoma of the skin,2004.0,Females,3.0,C43,20,24,Mortality
Melanoma of the skin,2004.0,Females,3.0,C43,25,29,Mortality
Melanoma of the skin,2004.0,Females,10.0,C43,30,34,Mortality
Melanoma of the skin,2004.0,Females,10.0,C43,35,39,Mortality
Melanoma of the skin,2004.0,Females,16.0,C43,40,44,Mortality
Melanoma of the skin,2004.0,Females,26.0,C43,45,49,Mortality
Melanoma of the skin,2004.0,Females,19.0,C43,50,54,Mortality
Melanoma of the skin,2004.0,Females,29.0,C43,55,59,Mortality
Melanoma of the skin,2004.0,Females,33.0,C43,60,64,Mortality
Melanoma of the skin,2004.0,Females,31.0,C43,65,69,Mortality
Melanoma of the skin,2004.0,Females,39.0,C43,70,74,Mortality
Melanoma of the skin,2004.0,Females,52.0,C43,75,79,Mortality
Melanoma of the skin,2004.0,Females,50.0,C43,80,84,Mortality
Melanoma of the skin,2004.0,Females,35.0,C43,85,89,Mortality
Melanoma of the skin,2004.0,Females,27.0,C43,90,100,Mortality
Melanoma of the skin,2005.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,2005.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,2005.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,2005.0,Females,0.0,C43,15,19,Mortality
Melanoma of the skin,2005.0,Females,2.0,C43,20,24,Mortality
Melanoma of the skin,2005.0,Females,3.0,C43,25,29,Mortality
Melanoma of the skin,2005.0,Females,3.0,C43,30,34,Mortality
Melanoma of the skin,2005.0,Females,9.0,C43,35,39,Mortality
Melanoma of the skin,2005.0,Females,19.0,C43,40,44,Mortality
Melanoma of the skin,2005.0,Females,19.0,C43,45,49,Mortality
Melanoma of the skin,2005.0,Females,36.0,C43,50,54,Mortality
Melanoma of the skin,2005.0,Females,36.0,C43,55,59,Mortality
Melanoma of the skin,2005.0,Females,29.0,C43,60,64,Mortality
Melanoma of the skin,2005.0,Females,34.0,C43,65,69,Mortality
Melanoma of the skin,2005.0,Females,41.0,C43,70,74,Mortality
Melanoma of the skin,2005.0,Females,49.0,C43,75,79,Mortality
Melanoma of the skin,2005.0,Females,61.0,C43,80,84,Mortality
Melanoma of the skin,2005.0,Females,33.0,C43,85,89,Mortality
Melanoma of the skin,2005.0,Females,39.0,C43,90,100,Mortality
Melanoma of the skin,2006.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,2006.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,2006.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,2006.0,Females,0.0,C43,15,19,Mortality
Melanoma of the skin,2006.0,Females,1.0,C43,20,24,Mortality
Melanoma of the skin,2006.0,Females,7.0,C43,25,29,Mortality
Melanoma of the skin,2006.0,Females,9.0,C43,30,34,Mortality
Melanoma of the skin,2006.0,Females,7.0,C43,35,39,Mortality
Melanoma of the skin,2006.0,Females,10.0,C43,40,44,Mortality
Melanoma of the skin,2006.0,Females,29.0,C43,45,49,Mortality
Melanoma of the skin,2006.0,Females,38.0,C43,50,54,Mortality
Melanoma of the skin,2006.0,Females,44.0,C43,55,59,Mortality
Melanoma of the skin,2006.0,Females,32.0,C43,60,64,Mortality
Melanoma of the skin,2006.0,Females,44.0,C43,65,69,Mortality
Melanoma of the skin,2006.0,Females,46.0,C43,70,74,Mortality
Melanoma of the skin,2006.0,Females,60.0,C43,75,79,Mortality
Melanoma of the skin,2006.0,Females,53.0,C43,80,84,Mortality
Melanoma of the skin,2006.0,Females,32.0,C43,85,89,Mortality
Melanoma of the skin,2006.0,Females,43.0,C43,90,100,Mortality
Melanoma of the skin,2007.0,Females,0.0,C43,0,4,Mortality
Melanoma of the skin,2007.0,Females,0.0,C43,5,9,Mortality
Melanoma of the skin,2007.0,Females,0.0,C43,10,14,Mortality
Melanoma of the skin,2007.0,Females,1.0,C43,15,19,Mortality
Melanoma of the skin,2007.0,Females,3.0,C43,20,24,Mortality
Melanoma of the skin,2007.0,Females,11.0,C43,25,29,Mortality
Melanoma of the skin,2007.0,Females,8.0,C43,30,34,Mortality
Melanoma of the skin,2007.0,Females,10.0,C43,35,39,Mortality
Melanoma of the skin,2007.0,Females,16.0,C43,40,44,Mortality
Melanoma of the skin,2007.0,Females,26.0,C43,45,49,Mortality
Melanoma of the skin,2007.0,Females,26.0,C43,50,54,Mortality
Melanoma of the skin,2007.0,Females,24.0,C43,55,59,Mortality
Melanoma of the skin,2007.0,Females,38.0,C43,60,64,Mortality
Melanoma of the skin,2007.0,Females,35.0,C43,65,69,Mortality
Melanoma of the skin,2007.0,Females,40.0,C43,70,74,Mortality
