cancer_group,year,sex,count,icd_codes,lower_age,upper_age,datatype
Melanoma of the skin,2013.0,Females,188.0,C43,30,34,Incidence
Melanoma of the skin,2013.0,Females,250.0,C43,35,39,Incidence
Melanoma of the skin,2013.0,Females,362.0,C43,40,44,Incidence
Melanoma of the skin,2013.0,Females,397.0,C43,45,49,Incidence
Melanoma of the skin,2013.0,Females,511.0,C43,50,54,Incidence
Melanoma of the skin,2013.0,Females,510.0,C43,55,59,Incidence
Melanoma of the skin,2013.0,Females,521.0,C43,60,64,Incidence
Melanoma of the skin,2013.0,Females,602.0,C43,65,69,Incidence
Melanoma of the skin,2013.0,Females,471.0,C43,70,74,Incidence
Melanoma of the skin,2013.0,Females,438.0,C43,75,79,Incidence
Melanoma of the skin,2013.0,Females,396.0,C43,80,84,Incidence
Melanoma of the skin,2013.0,Females,293.0,C43,85,89,Incidence
Melanoma of the skin,2013.0,Females,178.0,C43,90,100,Incidence
Melanoma of the skin,2014.0,Females,1.0,C43,0,4,Incidence
Melanoma of the skin,2014.0,Females,0.0,C43,5,9,Incidence
Melanoma of the skin,2014.0,Females,1.0,C43,10,14,Incidence
Melanoma of the skin,2014.0,Females,19.0,C43,15,19,Incidence
Melanoma of the skin,2014.0,Females,62.0,C43,20,24,Incidence
Melanoma of the skin,2014.0,Females,117.0,C43,25,29,Incidence
Melanoma of the skin,2014.0,Females,184.0,C43,30,34,Incidence
Melanoma of the skin,2014.0,Females,220.0,C43,35,39,Incidence
Melanoma of the skin,2014.0,Females,380.0,C43,40,44,Incidence
Melanoma of the skin,2014.0,Females,436.0,C43,45,49,Incidence
Melanoma of the skin,2014.0,Females,535.0,C43,50,54,Incidence
Melanoma of the skin,2014.0,Females,500.0,C43,55,59,Incidence
Melanoma of the skin,2014.0,Females,559.0,C43,60,64,Incidence
Melanoma of the skin,2014.0,Females,659.0,C43,65,69,Incidence
Melanoma of the skin,2014.0,Females,521.0,C43,70,74,Incidence
Melanoma of the skin,2014.0,Females,456.0,C43,75,79,Incidence
Melanoma of the skin,2014.0,Females,374.0,C43,80,84,Incidence
Melanoma of the skin,2014.0,Females,278.0,C43,85,89,Incidence
Melanoma of the skin,2014.0,Females,184.0,C43,90,100,Incidence
Melanoma of the skin,2015.0,Females,0.0,C43,0,4,Incidence
Melanoma of the skin,2015.0,Females,1.0,C43,5,9,Incidence
Melanoma of the skin,2015.0,Females,1.0,C43,10,14,Incidence
Melanoma of the skin,2015.0,Females,13.0,C43,15,19,Incidence
Melanoma of the skin,2015.0,Females,57.0,C43,20,24,Incidence
Melanoma of the skin,2015.0,Females,145.0,C43,25,29,Incidence
Melanoma of the skin,2015.0,Females,194.0,C43,30,34,Incidence
Melanoma of the skin,2015.0,Females,231.0,C43,35,39,Incidence
Melanoma of the skin,2015.0,Females,359.0,C43,40,44,Incidence
Melanoma of the skin,2015.0,Females,420.0,C43,45,49,Incidence
Melanoma of the skin,2015.0,Females,524.0,C43,50,54,Incidence
Melanoma of the skin,2015.0,Females,530.0,C43,55,59,Incidence
Melanoma of the skin,2015.0,Females,602.0,C43,60,64,Incidence
Melanoma of the skin,2015.0,Females,699.0,C43,65,69,Incidence
Melanoma of the skin,2015.0,Females,546.0,C43,70,74,Incidence
Melanoma of the skin,2015.0,Females,516.0,C43,75,79,Incidence
Melanoma of the skin,2015.0,Females,387.0,C43,80,84,Incidence
Melanoma of the skin,2015.0,Females,315.0,C43,85,89,Incidence
Melanoma of the skin,2015.0,Females,171.0,C43,90,100,Incidence
Melanoma of the skin,2016.0,Females,2.0,C43,0,4,Incidence
Melanoma of the skin,2016.0,Females,0.0,C43,5,9,Incidence
Melanoma of the skin,2016.0,Females,1.0,C43,10,14,Incidence
Melanoma of the skin,2016.0,Females,22.0,C43,15,19,Incidence
Melanoma of the skin,2016.0,Females,59.0,C43,20,24,Incidence
Melanoma of the skin,2016.0,Females,151.0,C43,25,29,Incidence
Melanoma of the skin,2016.0,Females,213.0,C43,30,34,Incidence
Melanoma of the skin,2016.0,Females,278.0,C43,35,39,Incidence
Melanoma of the skin,2016.0,Females,341.0,C43,40,44,Incidence
Melanoma of the skin,2016.0,Females,451.0,C43,45,49,Incidence
Melanoma of the skin,2016.0,Females,502.0,C43,50,54,Incidence
Melanoma of the skin,2016.0,Females,553.0,C43,55,59,Incidence
Melanoma of the skin,2016.0,Females,644.0,C43,60,64,Incidence
Melanoma of the skin,2016.0,Females,767.0,C43,65,69,Incidence
Melanoma of the skin,2016.0,Females,621.0,C43,70,74,Incidence
Melanoma of the skin,2016.0,Females,514.0,C43,75,79,Incidence
Melanoma of the skin,2016.0,Females,376.0,C43,80,84,Incidence
Melanoma of the skin,2016.0,Females,349.0,C43,85,89,Incidence
Melanoma of the skin,2016.0,Females,196.0,C43,90,100,Incidence
Melanoma of the skin,2017.0,Females,0.0,C43,0,4,Incidence
Melanoma of the skin,2017.0,Females,0.0,C43,5,9,Incidence
Melanoma of the skin,2017.0,Females,3.0,C43,10,14,Incidence
Melanoma of the skin,2017.0,Females,19.0,C43,15,19,Incidence
Melanoma of the skin,2017.0,Females,56.0,C43,20,24,Incidence
Melanoma of the skin,2017.0,Females,107.0,C43,25,29,Incidence
Melanoma of the skin,2017.0,Females,215.0,C43,30,34,Incidence
Melanoma of the skin,2017.0,Females,250.0,C43,35,39,Incidence
Melanoma of the skin,2017.0,Females,342.0,C43,40,44,Incidence
Melanoma of the skin,2017.0,Females,483.0,C43,45,49,Incidence
Melanoma of the skin,2017.0,Females,501.0,C43,50,54,Incidence
Melanoma of the skin,2017.0,Females,601.0,C43,55,59,Incidence
Melanoma of the skin,2017.0,Females,656.0,C43,60,64,Incidence
Melanoma of the skin,2017.0,Females,730.0,C43,65,69,Incidence
Melanoma of the skin,2017.0,Females,741.0,C43,70,74,Incidence
Melanoma of the skin,2017.0,Females,523.0,C43,75,79,Incidence
Melanoma of the skin,2017.0,Females,396.0,C43,80,84,Incidence
Melanoma of the skin,2017.0,Females,315.0,C43,85,89,Incidence
Melanoma of the skin,2017.0,Females,199.0,C43,90,100,Incidence
Melanoma of the skin,2018.0,Females,0.0,C43,0,4,Incidence
Melanoma of the skin,2018.0,Females,0.0,C43,5,9,Incidence
Melanoma of the skin,2018.0,Females,3.0,C43,10,14,Incidence
Melanoma of the skin,2018.0,Females,18.0,C43,15,19,Incidence
Melanoma of the skin,2018.0,Females,61.0,C43,20,24,Incidence
Melanoma of the skin,2018.0,Females,121.0,C43,25,29,Incidence
Melanoma of the skin,2018.0,Females,219.0,C43,30,34,Incidence
Melanoma of the skin,2018.0,Females,278.0,C43,35,39,Incidence
Melanoma of the skin,2018.0,Females,361.0,C43,40,44,Incidence
Melanoma of the skin,2018.0,Females,456.0,C43,45,49,Incidence
Melanoma of the skin,2018.0,Females,519.0,C43,50,54,Incidence
Melanoma of the skin,2018.0,Females,605.0,C43,55,59,Incidence
Melanoma of the skin,2018.0,Females,716.0,C43,60,64,Incidence
Melanoma of the skin,2018.0,Females,739.0,C43,65,69,Incidence
Melanoma of the skin,2018.0,Females,709.0,C43,70,74,Incidence
Melanoma of the skin,2018.0,Females,570.0,C43,75,79,Incidence
Melanoma of the skin,2018.0,Females,404.0,C43,80,84,Incidence
Melanoma of the skin,2018.0,Females,328.0,C43,85,89,Incidence
Melanoma of the skin,2018.0,Females,213.0,C43,90,100,Incidence
Melanoma of the skin,2019.0,Females,0.0,C43,0,4,Incidence
Melanoma of the skin,2019.0,Females,1.0,C43,5,9,Incidence
Melanoma of the skin,2019.0,Females,2.0,C43,10,14,Incidence
Melanoma of the skin,2019.0,Females,18.0,C43,15,19,Incidence
Melanoma of the skin,2019.0,Females,66.0,C43,20,24,Incidence
Melanoma of the skin,2019.0,Females,119.0,C43,25,29,Incidence
Melanoma of the skin,2019.0,Females,218.0,C43,30,34,Incidence
Melanoma of the skin,2019.0,Females,268.0,C43,35,39,Incidence
Melanoma of the skin,2019.0,Females,349.0,C43,40,44,Incidence
Melanoma of the skin,2019.0,Females,448.0,C43,45,49,Incidence
Melanoma of the skin,2019.0,Females,496.0,C43,50,54,Incidence
Melanoma of the skin,2019.0,Females,646.0,C43,55,59,Incidence
Melanoma of the skin,2019.0,Females,694.0,C43,60,64,Incidence
Melanoma of the skin,2019.0,Females,766.0,C43,65,69,Incidence
Melanoma of the skin,2019.0,Females,758.0,C43,70,74,Incidence
Melanoma of the skin,2019.0,Females,636.0,C43,75,79,Incidence
Melanoma of the skin,2019.0,Females,466.0,C43,80,84,Incidence
Melanoma of the skin,2019.0,Females,332.0,C43,85,89,Incidence
Melanoma of the skin,2019.0,Females,211.0,C43,90,100,Incidence
Melanoma of the skin,1982.0,Persons,0.0,C43,0,4,Incidence
Melanoma of the skin,1982.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,1982.0,Persons,11.0,C43,10,14,Incidence
Melanoma of the skin,1982.0,Persons,69.0,C43,15,19,Incidence
Melanoma of the skin,1982.0,Persons,144.0,C43,20,24,Incidence
Melanoma of the skin,1982.0,Persons,211.0,C43,25,29,Incidence
Melanoma of the skin,1982.0,Persons,288.0,C43,30,34,Incidence
Melanoma of the skin,1982.0,Persons,286.0,C43,35,39,Incidence
Melanoma of the skin,1982.0,Persons,299.0,C43,40,44,Incidence
Melanoma of the skin,1982.0,Persons,290.0,C43,45,49,Incidence
Melanoma of the skin,1982.0,Persons,312.0,C43,50,54,Incidence
Melanoma of the skin,1982.0,Persons,365.0,C43,55,59,Incidence
Melanoma of the skin,1982.0,Persons,333.0,C43,60,64,Incidence
Melanoma of the skin,1982.0,Persons,340.0,C43,65,69,Incidence
Melanoma of the skin,1982.0,Persons,257.0,C43,70,74,Incidence
Melanoma of the skin,1982.0,Persons,172.0,C43,75,79,Incidence
Melanoma of the skin,1982.0,Persons,97.0,C43,80,84,Incidence
Melanoma of the skin,1982.0,Persons,37.0,C43,85,89,Incidence
Melanoma of the skin,1982.0,Persons,19.0,C43,90,100,Incidence
Melanoma of the skin,1983.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,1983.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,1983.0,Persons,10.0,C43,10,14,Incidence
Melanoma of the skin,1983.0,Persons,60.0,C43,15,19,Incidence
Melanoma of the skin,1983.0,Persons,150.0,C43,20,24,Incidence
Melanoma of the skin,1983.0,Persons,238.0,C43,25,29,Incidence
Melanoma of the skin,1983.0,Persons,313.0,C43,30,34,Incidence
Melanoma of the skin,1983.0,Persons,325.0,C43,35,39,Incidence
Melanoma of the skin,1983.0,Persons,299.0,C43,40,44,Incidence
Melanoma of the skin,1983.0,Persons,310.0,C43,45,49,Incidence
Melanoma of the skin,1983.0,Persons,321.0,C43,50,54,Incidence
Melanoma of the skin,1983.0,Persons,375.0,C43,55,59,Incidence
Melanoma of the skin,1983.0,Persons,379.0,C43,60,64,Incidence
Melanoma of the skin,1983.0,Persons,376.0,C43,65,69,Incidence
Melanoma of the skin,1983.0,Persons,287.0,C43,70,74,Incidence
Melanoma of the skin,1983.0,Persons,191.0,C43,75,79,Incidence
Melanoma of the skin,1983.0,Persons,94.0,C43,80,84,Incidence
Melanoma of the skin,1983.0,Persons,45.0,C43,85,89,Incidence
Melanoma of the skin,1983.0,Persons,22.0,C43,90,100,Incidence
Melanoma of the skin,1984.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,1984.0,Persons,1.0,C43,5,9,Incidence
Melanoma of the skin,1984.0,Persons,8.0,C43,10,14,Incidence
Melanoma of the skin,1984.0,Persons,68.0,C43,15,19,Incidence
Melanoma of the skin,1984.0,Persons,138.0,C43,20,24,Incidence
Melanoma of the skin,1984.0,Persons,222.0,C43,25,29,Incidence
Melanoma of the skin,1984.0,Persons,301.0,C43,30,34,Incidence
Melanoma of the skin,1984.0,Persons,330.0,C43,35,39,Incidence
Melanoma of the skin,1984.0,Persons,323.0,C43,40,44,Incidence
Melanoma of the skin,1984.0,Persons,323.0,C43,45,49,Incidence
Melanoma of the skin,1984.0,Persons,351.0,C43,50,54,Incidence
Melanoma of the skin,1984.0,Persons,420.0,C43,55,59,Incidence
Melanoma of the skin,1984.0,Persons,409.0,C43,60,64,Incidence
Melanoma of the skin,1984.0,Persons,379.0,C43,65,69,Incidence
Melanoma of the skin,1984.0,Persons,329.0,C43,70,74,Incidence
Melanoma of the skin,1984.0,Persons,220.0,C43,75,79,Incidence
Melanoma of the skin,1984.0,Persons,134.0,C43,80,84,Incidence
Melanoma of the skin,1984.0,Persons,54.0,C43,85,89,Incidence
Melanoma of the skin,1984.0,Persons,30.0,C43,90,100,Incidence
Melanoma of the skin,1985.0,Persons,0.0,C43,0,4,Incidence
Melanoma of the skin,1985.0,Persons,1.0,C43,5,9,Incidence
Melanoma of the skin,1985.0,Persons,11.0,C43,10,14,Incidence
Melanoma of the skin,1985.0,Persons,58.0,C43,15,19,Incidence
Melanoma of the skin,1985.0,Persons,159.0,C43,20,24,Incidence
Melanoma of the skin,1985.0,Persons,265.0,C43,25,29,Incidence
Melanoma of the skin,1985.0,Persons,340.0,C43,30,34,Incidence
Melanoma of the skin,1985.0,Persons,411.0,C43,35,39,Incidence
Melanoma of the skin,1985.0,Persons,380.0,C43,40,44,Incidence
Melanoma of the skin,1985.0,Persons,333.0,C43,45,49,Incidence
Melanoma of the skin,1985.0,Persons,383.0,C43,50,54,Incidence
Melanoma of the skin,1985.0,Persons,435.0,C43,55,59,Incidence
Melanoma of the skin,1985.0,Persons,459.0,C43,60,64,Incidence
Melanoma of the skin,1985.0,Persons,425.0,C43,65,69,Incidence
Melanoma of the skin,1985.0,Persons,371.0,C43,70,74,Incidence
Melanoma of the skin,1985.0,Persons,238.0,C43,75,79,Incidence
Melanoma of the skin,1985.0,Persons,139.0,C43,80,84,Incidence
Melanoma of the skin,1985.0,Persons,66.0,C43,85,89,Incidence
Melanoma of the skin,1985.0,Persons,31.0,C43,90,100,Incidence
Melanoma of the skin,1986.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,1986.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,1986.0,Persons,13.0,C43,10,14,Incidence
Melanoma of the skin,1986.0,Persons,83.0,C43,15,19,Incidence
Melanoma of the skin,1986.0,Persons,159.0,C43,20,24,Incidence
Melanoma of the skin,1986.0,Persons,228.0,C43,25,29,Incidence
Melanoma of the skin,1986.0,Persons,344.0,C43,30,34,Incidence
Melanoma of the skin,1986.0,Persons,431.0,C43,35,39,Incidence
Melanoma of the skin,1986.0,Persons,393.0,C43,40,44,Incidence
Melanoma of the skin,1986.0,Persons,375.0,C43,45,49,Incidence
Melanoma of the skin,1986.0,Persons,382.0,C43,50,54,Incidence
Melanoma of the skin,1986.0,Persons,449.0,C43,55,59,Incidence
Melanoma of the skin,1986.0,Persons,483.0,C43,60,64,Incidence
Melanoma of the skin,1986.0,Persons,460.0,C43,65,69,Incidence
Melanoma of the skin,1986.0,Persons,387.0,C43,70,74,Incidence
Melanoma of the skin,1986.0,Persons,264.0,C43,75,79,Incidence
Melanoma of the skin,1986.0,Persons,158.0,C43,80,84,Incidence
Melanoma of the skin,1986.0,Persons,58.0,C43,85,89,Incidence
Melanoma of the skin,1986.0,Persons,36.0,C43,90,100,Incidence
Melanoma of the skin,1987.0,Persons,2.0,C43,0,4,Incidence
Melanoma of the skin,1987.0,Persons,1.0,C43,5,9,Incidence
Melanoma of the skin,1987.0,Persons,12.0,C43,10,14,Incidence
Melanoma of the skin,1987.0,Persons,91.0,C43,15,19,Incidence
Melanoma of the skin,1987.0,Persons,182.0,C43,20,24,Incidence
Melanoma of the skin,1987.0,Persons,332.0,C43,25,29,Incidence
Melanoma of the skin,1987.0,Persons,406.0,C43,30,34,Incidence
Melanoma of the skin,1987.0,Persons,488.0,C43,35,39,Incidence
Melanoma of the skin,1987.0,Persons,502.0,C43,40,44,Incidence
Melanoma of the skin,1987.0,Persons,417.0,C43,45,49,Incidence
Melanoma of the skin,1987.0,Persons,422.0,C43,50,54,Incidence
Melanoma of the skin,1987.0,Persons,530.0,C43,55,59,Incidence
Melanoma of the skin,1987.0,Persons,579.0,C43,60,64,Incidence
Melanoma of the skin,1987.0,Persons,519.0,C43,65,69,Incidence
Melanoma of the skin,1987.0,Persons,459.0,C43,70,74,Incidence
Melanoma of the skin,1987.0,Persons,323.0,C43,75,79,Incidence
Melanoma of the skin,1987.0,Persons,190.0,C43,80,84,Incidence
Melanoma of the skin,1987.0,Persons,80.0,C43,85,89,Incidence
Melanoma of the skin,1987.0,Persons,27.0,C43,90,100,Incidence
Melanoma of the skin,1988.0,Persons,0.0,C43,0,4,Incidence
Melanoma of the skin,1988.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,1988.0,Persons,9.0,C43,10,14,Incidence
Melanoma of the skin,1988.0,Persons,108.0,C43,15,19,Incidence
Melanoma of the skin,1988.0,Persons,196.0,C43,20,24,Incidence
Melanoma of the skin,1988.0,Persons,343.0,C43,25,29,Incidence
Melanoma of the skin,1988.0,Persons,414.0,C43,30,34,Incidence
Melanoma of the skin,1988.0,Persons,488.0,C43,35,39,Incidence
Melanoma of the skin,1988.0,Persons,530.0,C43,40,44,Incidence
Melanoma of the skin,1988.0,Persons,510.0,C43,45,49,Incidence
Melanoma of the skin,1988.0,Persons,469.0,C43,50,54,Incidence
Melanoma of the skin,1988.0,Persons,539.0,C43,55,59,Incidence
Melanoma of the skin,1988.0,Persons,587.0,C43,60,64,Incidence
Melanoma of the skin,1988.0,Persons,600.0,C43,65,69,Incidence
Melanoma of the skin,1988.0,Persons,494.0,C43,70,74,Incidence
Melanoma of the skin,1988.0,Persons,374.0,C43,75,79,Incidence
Melanoma of the skin,1988.0,Persons,200.0,C43,80,84,Incidence
Melanoma of the skin,1988.0,Persons,119.0,C43,85,89,Incidence
Melanoma of the skin,1988.0,Persons,34.0,C43,90,100,Incidence
Melanoma of the skin,1989.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,1989.0,Persons,1.0,C43,5,9,Incidence
Melanoma of the skin,1989.0,Persons,19.0,C43,10,14,Incidence
Melanoma of the skin,1989.0,Persons,83.0,C43,15,19,Incidence
Melanoma of the skin,1989.0,Persons,174.0,C43,20,24,Incidence
Melanoma of the skin,1989.0,Persons,260.0,C43,25,29,Incidence
Melanoma of the skin,1989.0,Persons,353.0,C43,30,34,Incidence
Melanoma of the skin,1989.0,Persons,452.0,C43,35,39,Incidence
Melanoma of the skin,1989.0,Persons,521.0,C43,40,44,Incidence
Melanoma of the skin,1989.0,Persons,477.0,C43,45,49,Incidence
Melanoma of the skin,1989.0,Persons,424.0,C43,50,54,Incidence
Melanoma of the skin,1989.0,Persons,470.0,C43,55,59,Incidence
Melanoma of the skin,1989.0,Persons,634.0,C43,60,64,Incidence
Melanoma of the skin,1989.0,Persons,617.0,C43,65,69,Incidence
Melanoma of the skin,1989.0,Persons,480.0,C43,70,74,Incidence
Melanoma of the skin,1989.0,Persons,389.0,C43,75,79,Incidence
Melanoma of the skin,1989.0,Persons,237.0,C43,80,84,Incidence
Melanoma of the skin,1989.0,Persons,89.0,C43,85,89,Incidence
Melanoma of the skin,1989.0,Persons,43.0,C43,90,100,Incidence
Melanoma of the skin,1990.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,1990.0,Persons,3.0,C43,5,9,Incidence
Melanoma of the skin,1990.0,Persons,10.0,C43,10,14,Incidence
Melanoma of the skin,1990.0,Persons,89.0,C43,15,19,Incidence
Melanoma of the skin,1990.0,Persons,167.0,C43,20,24,Incidence
Melanoma of the skin,1990.0,Persons,256.0,C43,25,29,Incidence
Melanoma of the skin,1990.0,Persons,334.0,C43,30,34,Incidence
Melanoma of the skin,1990.0,Persons,438.0,C43,35,39,Incidence
Melanoma of the skin,1990.0,Persons,521.0,C43,40,44,Incidence
Melanoma of the skin,1990.0,Persons,485.0,C43,45,49,Incidence
Melanoma of the skin,1990.0,Persons,479.0,C43,50,54,Incidence
Melanoma of the skin,1990.0,Persons,471.0,C43,55,59,Incidence
Melanoma of the skin,1990.0,Persons,602.0,C43,60,64,Incidence
Melanoma of the skin,1990.0,Persons,590.0,C43,65,69,Incidence
Melanoma of the skin,1990.0,Persons,559.0,C43,70,74,Incidence
Melanoma of the skin,1990.0,Persons,439.0,C43,75,79,Incidence
Melanoma of the skin,1990.0,Persons,234.0,C43,80,84,Incidence
Melanoma of the skin,1990.0,Persons,113.0,C43,85,89,Incidence
Melanoma of the skin,1990.0,Persons,47.0,C43,90,100,Incidence
Melanoma of the skin,1991.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,1991.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,1991.0,Persons,23.0,C43,10,14,Incidence
Melanoma of the skin,1991.0,Persons,111.0,C43,15,19,Incidence
Melanoma of the skin,1991.0,Persons,159.0,C43,20,24,Incidence
Melanoma of the skin,1991.0,Persons,264.0,C43,25,29,Incidence
Melanoma of the skin,1991.0,Persons,365.0,C43,30,34,Incidence
Melanoma of the skin,1991.0,Persons,445.0,C43,35,39,Incidence
Melanoma of the skin,1991.0,Persons,513.0,C43,40,44,Incidence
Melanoma of the skin,1991.0,Persons,489.0,C43,45,49,Incidence
Melanoma of the skin,1991.0,Persons,479.0,C43,50,54,Incidence
Melanoma of the skin,1991.0,Persons,496.0,C43,55,59,Incidence
Melanoma of the skin,1991.0,Persons,582.0,C43,60,64,Incidence
Melanoma of the skin,1991.0,Persons,601.0,C43,65,69,Incidence
Melanoma of the skin,1991.0,Persons,532.0,C43,70,74,Incidence
Melanoma of the skin,1991.0,Persons,463.0,C43,75,79,Incidence
Melanoma of the skin,1991.0,Persons,286.0,C43,80,84,Incidence
Melanoma of the skin,1991.0,Persons,117.0,C43,85,89,Incidence
Melanoma of the skin,1991.0,Persons,38.0,C43,90,100,Incidence
Melanoma of the skin,1992.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,1992.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,1992.0,Persons,15.0,C43,10,14,Incidence
Melanoma of the skin,1992.0,Persons,65.0,C43,15,19,Incidence
Melanoma of the skin,1992.0,Persons,189.0,C43,20,24,Incidence
Melanoma of the skin,1992.0,Persons,260.0,C43,25,29,Incidence
Melanoma of the skin,1992.0,Persons,362.0,C43,30,34,Incidence
Melanoma of the skin,1992.0,Persons,470.0,C43,35,39,Incidence
Melanoma of the skin,1992.0,Persons,537.0,C43,40,44,Incidence
Melanoma of the skin,1992.0,Persons,565.0,C43,45,49,Incidence
Melanoma of the skin,1992.0,Persons,520.0,C43,50,54,Incidence
Melanoma of the skin,1992.0,Persons,536.0,C43,55,59,Incidence
Melanoma of the skin,1992.0,Persons,702.0,C43,60,64,Incidence
Melanoma of the skin,1992.0,Persons,735.0,C43,65,69,Incidence
Melanoma of the skin,1992.0,Persons,586.0,C43,70,74,Incidence
Melanoma of the skin,1992.0,Persons,530.0,C43,75,79,Incidence
Melanoma of the skin,1992.0,Persons,305.0,C43,80,84,Incidence
Melanoma of the skin,1992.0,Persons,126.0,C43,85,89,Incidence
Melanoma of the skin,1992.0,Persons,60.0,C43,90,100,Incidence
Melanoma of the skin,1993.0,Persons,0.0,C43,0,4,Incidence
Melanoma of the skin,1993.0,Persons,1.0,C43,5,9,Incidence
Melanoma of the skin,1993.0,Persons,24.0,C43,10,14,Incidence
Melanoma of the skin,1993.0,Persons,85.0,C43,15,19,Incidence
Melanoma of the skin,1993.0,Persons,157.0,C43,20,24,Incidence
Melanoma of the skin,1993.0,Persons,252.0,C43,25,29,Incidence
Melanoma of the skin,1993.0,Persons,361.0,C43,30,34,Incidence
Melanoma of the skin,1993.0,Persons,468.0,C43,35,39,Incidence
Melanoma of the skin,1993.0,Persons,542.0,C43,40,44,Incidence
Melanoma of the skin,1993.0,Persons,581.0,C43,45,49,Incidence
Melanoma of the skin,1993.0,Persons,569.0,C43,50,54,Incidence
Melanoma of the skin,1993.0,Persons,512.0,C43,55,59,Incidence
Melanoma of the skin,1993.0,Persons,676.0,C43,60,64,Incidence
Melanoma of the skin,1993.0,Persons,760.0,C43,65,69,Incidence
Melanoma of the skin,1993.0,Persons,704.0,C43,70,74,Incidence
Melanoma of the skin,1993.0,Persons,526.0,C43,75,79,Incidence
Melanoma of the skin,1993.0,Persons,335.0,C43,80,84,Incidence
Melanoma of the skin,1993.0,Persons,147.0,C43,85,89,Incidence
Melanoma of the skin,1993.0,Persons,69.0,C43,90,100,Incidence
Melanoma of the skin,1994.0,Persons,0.0,C43,0,4,Incidence
Melanoma of the skin,1994.0,Persons,1.0,C43,5,9,Incidence
Melanoma of the skin,1994.0,Persons,12.0,C43,10,14,Incidence
Melanoma of the skin,1994.0,Persons,72.0,C43,15,19,Incidence
Melanoma of the skin,1994.0,Persons,200.0,C43,20,24,Incidence
Melanoma of the skin,1994.0,Persons,274.0,C43,25,29,Incidence
Melanoma of the skin,1994.0,Persons,371.0,C43,30,34,Incidence
Melanoma of the skin,1994.0,Persons,449.0,C43,35,39,Incidence
Melanoma of the skin,1994.0,Persons,570.0,C43,40,44,Incidence
Melanoma of the skin,1994.0,Persons,653.0,C43,45,49,Incidence
Melanoma of the skin,1994.0,Persons,624.0,C43,50,54,Incidence
Melanoma of the skin,1994.0,Persons,572.0,C43,55,59,Incidence
Melanoma of the skin,1994.0,Persons,639.0,C43,60,64,Incidence
Melanoma of the skin,1994.0,Persons,737.0,C43,65,69,Incidence
Melanoma of the skin,1994.0,Persons,682.0,C43,70,74,Incidence
Melanoma of the skin,1994.0,Persons,517.0,C43,75,79,Incidence
Melanoma of the skin,1994.0,Persons,354.0,C43,80,84,Incidence
Melanoma of the skin,1994.0,Persons,170.0,C43,85,89,Incidence
Melanoma of the skin,1994.0,Persons,52.0,C43,90,100,Incidence
Melanoma of the skin,1995.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,1995.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,1995.0,Persons,12.0,C43,10,14,Incidence
Melanoma of the skin,1995.0,Persons,103.0,C43,15,19,Incidence
Melanoma of the skin,1995.0,Persons,206.0,C43,20,24,Incidence
Melanoma of the skin,1995.0,Persons,313.0,C43,25,29,Incidence
Melanoma of the skin,1995.0,Persons,444.0,C43,30,34,Incidence
Melanoma of the skin,1995.0,Persons,494.0,C43,35,39,Incidence
Melanoma of the skin,1995.0,Persons,594.0,C43,40,44,Incidence
Melanoma of the skin,1995.0,Persons,661.0,C43,45,49,Incidence
Melanoma of the skin,1995.0,Persons,629.0,C43,50,54,Incidence
Melanoma of the skin,1995.0,Persons,629.0,C43,55,59,Incidence
Melanoma of the skin,1995.0,Persons,675.0,C43,60,64,Incidence
Melanoma of the skin,1995.0,Persons,783.0,C43,65,69,Incidence
Melanoma of the skin,1995.0,Persons,740.0,C43,70,74,Incidence
Melanoma of the skin,1995.0,Persons,555.0,C43,75,79,Incidence
Melanoma of the skin,1995.0,Persons,380.0,C43,80,84,Incidence
Melanoma of the skin,1995.0,Persons,196.0,C43,85,89,Incidence
Melanoma of the skin,1995.0,Persons,57.0,C43,90,100,Incidence
Melanoma of the skin,1996.0,Persons,2.0,C43,0,4,Incidence
Melanoma of the skin,1996.0,Persons,6.0,C43,5,9,Incidence
Melanoma of the skin,1996.0,Persons,26.0,C43,10,14,Incidence
Melanoma of the skin,1996.0,Persons,116.0,C43,15,19,Incidence
Melanoma of the skin,1996.0,Persons,174.0,C43,20,24,Incidence
Melanoma of the skin,1996.0,Persons,319.0,C43,25,29,Incidence
Melanoma of the skin,1996.0,Persons,391.0,C43,30,34,Incidence
Melanoma of the skin,1996.0,Persons,512.0,C43,35,39,Incidence
Melanoma of the skin,1996.0,Persons,602.0,C43,40,44,Incidence
